OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,YEAR,
15-1051,Computer systems analysts,,1660,10.6,31.79,66120,3.7,17.24,21.92,30.45,40.82,49.51,35860,45590,63330,84900,102980,2008,
15-1061,Database administrators,,660,24.6,29.98,62360,4,17.63,22.12,28.36,38.19,47.21,36660,46010,58990,79430,98200,2008,
15-1071,Network and computer systems administrators,,1060,9.4,27.09,56350,1.6,17.09,20.91,26.32,32.79,39.32,35540,43500,54740,68200,81790,2008,
15-1081,Network systems and data communications analysts,,1090,14.1,29.61,61590,5.5,14.17,17.5,27.62,37.74,46.73,29480,36400,57440,78510,97190,2008,
15-1099,"Computer specialists, all other",,520,5,34.24,71220,5,17.96,27.1,34.52,40.94,51,37360,56360,71800,85160,106080,2008,
15-2011,Actuaries,,120,20.3,37.46,77910,4.9,21.15,25.02,33.61,44.76,62.04,43990,52050,69900,93090,129030,2008,
15-2031,Operations research analysts,,210,20.1,30.98,64440,6.4,18.24,22.02,27.92,37.08,50.39,37950,45800,58070,77120,104810,2008,
15-2041,Statisticians,,130,7.3,30.44,63310,2.3,16.79,20.95,30.76,37.41,46.97,34910,43570,63980,77810,97700,2008,
17-0000,Architecture and engineering occupations,major,7900,4.2,29.52,61400,2.3,15.08,20.29,28.13,37.65,46.79,31370,42200,58510,78300,97320,2008,
17-1011,"Architects, except landscape and naval",,380,23.4,29.01,60340,6.8,17.47,20.83,28.89,36.54,43.82,36340,43320,60100,76000,91150,2008,
17-1012,Landscape architects,,110,35.2,27.56,57320,7.6,17.27,21.56,26.55,31.95,41.06,35930,44850,55220,66460,85400,2008,
17-1021,Cartographers and photogrammetrists,,110,46.3,19.02,39550,5.4,12.18,14.96,18.63,22.5,24.76,25330,31110,38750,46790,51490,2008,
17-1022,Surveyors,,120,21.5,27.04,56250,10,15.71,19.82,23.77,30.68,40.43,32670,41220,49430,63810,84090,2008,
17-2041,Chemical engineers,,250,16.4,40.07,83350,3.9,25.59,32.7,41.58,47.75,55.58,53230,68010,86490,99330,115600,2008,
17-2051,Civil engineers,,710,9.6,33.94,70600,5.1,20.46,24.3,33.19,42.44,48.55,42550,50550,69030,88270,100990,2008,
17-2061,Computer hardware engineers,,,,36.83,76600,18,20.33,24.79,32.16,42.19,61.79,42280,51560,66900,87750,128520,2008,
17-2071,Electrical engineers,,460,13.5,35.55,73950,2.6,23.94,28.18,34.7,43.01,50.02,49800,58610,72180,89460,104040,2008,
17-2072,"Electronics engineers, except computer",,360,18.3,35.6,74050,5.1,21.77,27.83,36.3,44.05,49.56,45270,57880,75500,91630,103080,2008,
17-2081,Environmental engineers,,210,39.7,32.59,67800,5.7,20.72,24.27,29.2,39.6,48.24,43090,50480,60730,82370,100340,2008,
17-2111,"Health and safety engineers, except mining safety engineers and inspectors",,150,22.5,36.36,75640,7.7,18.46,25.91,34.21,49.08,58.58,38390,53900,71150,102080,121840,2008,
17-2112,Industrial engineers,,1090,8.8,33.77,70240,3.4,22.05,26.91,32.4,39.77,48.02,45860,55960,67400,82720,99890,2008,
17-2131,Materials engineers,,30,39.9,42.65,88700,4.9,31.3,39.07,44.87,49.18,51.86,65110,81270,93330,102300,107870,2008,
17-2141,Mechanical engineers,,750,8.2,33.55,69780,2.5,21.43,26.47,33.56,40.12,47.52,44560,55060,69800,83460,98830,2008,
17-2199,"Engineers, all other",,310,14.4,32.47,67540,3.8,15.11,24.37,31.99,41.54,48.72,31430,50690,66540,86400,101330,2008,
17-3011,Architectural and civil drafters,,380,18.7,18.18,37810,5.4,11.05,13.35,17.7,22.3,26.67,22980,27770,36820,46380,55480,2008,
17-3012,Electrical and electronics drafters,,140,42.5,23.47,48820,9.8,13.22,16.08,19.75,29.71,35.07,27490,33450,41080,61800,72940,2008,
17-3013,Mechanical drafters,,370,18.9,19.97,41540,4.5,13.21,14.83,18.71,23.78,30.35,27470,30840,38910,49470,63130,2008,
17-3019,"Drafters, all other",,70,32.6,19.66,40890,4.6,13.11,15.94,19.44,23.44,26.34,27270,33150,40440,48750,54800,2008,
17-3022,Civil engineering technicians,,260,16.7,21.89,45530,6.3,13.75,15.77,21.45,27.46,30.94,28610,32790,44620,57130,64360,2008,
17-3023,Electrical and electronic engineering technicians,,410,14,24.47,50900,4.4,14.58,18.98,25.04,29.47,32.84,30320,39470,52090,61300,68300,2008,
17-3024,Electro-mechanical technicians,,40,2.4,22.56,46920,3.7,20.59,21.41,22.77,24.14,24.97,42820,44530,47370,50210,51940,2008,
17-3025,Environmental engineering technicians,,,,19.48,40510,3.1,13.84,15.07,18.16,23.71,26.74,28780,31350,37770,49310,55620,2008,
17-3026,Industrial engineering technicians,,220,22.6,20.57,42790,7.5,11.38,14.2,18.72,25.89,34.32,23680,29540,38930,53850,71380,2008,
17-3027,Mechanical engineering technicians,,90,29.7,18.86,39220,4.3,12.97,14.94,18,22.19,26.47,26980,31070,37440,46150,55060,2008,
17-3029,"Engineering technicians, except drafters, all other",,290,30.7,21.79,45330,6.2,12.16,16.06,19.23,27.77,32.16,25300,33410,40000,57760,66900,2008,
17-3031,Surveying and mapping technicians,,230,21.8,15.75,32760,3.1,11.83,13.27,15.31,17.97,20.88,24600,27600,31840,37380,43430,2008,
19-0000,"Life, physical, and social science occupations",major,3150,7.2,26.07,54220,4.9,13.4,17.05,23.02,31.89,44.08,27870,35470,47880,66320,91690,2008,
19-1012,Food scientists and technologists,,30,15,33.39,69450,6.8,17.33,21.94,27.78,49.69,58.46,36040,45630,57780,103350,121600,2008,
19-1013,Soil and plant scientists,,40,45,24.81,51610,4.9,16.48,17.68,19.76,33.5,37.68,34270,36780,41090,69690,78380,2008,
19-1029,"Biological scientists, all other",,40,3,30.05,62510,2.3,20.27,24.14,31.17,35.98,38.87,42170,50220,64840,74850,80850,2008,
19-1031,Conservation scientists,,,,28.41,59100,3.5,21.98,26.61,28.98,31.33,33.08,45710,55340,60270,65160,68800,2008,
19-2021,Atmospheric and space scientists,,40,1.8,44.99,93590,8.4,26.07,34.89,41.63,53.4,62.67,54220,72570,86580,111080,130350,2008,
19-2031,Chemists,,240,13.3,29.98,62350,2.3,19.11,22.19,26.81,38.02,46.6,39740,46160,55750,79090,96930,2008,
19-2041,"Environmental scientists and specialists, including health",,190,18.3,29.11,60550,10.3,16.3,18.35,25.52,34.6,42.29,33910,38170,53080,71970,87970,2008,
19-3011,Economists,,40,22.3,33.05,68740,4.8,19.36,22.43,29.84,41.86,53.45,40270,46660,62060,87080,111180,2008,
19-3021,Market research analysts,,580,20.9,32.95,68530,9.7,15.1,20.71,30.55,42.54,58.92,31410,43080,63550,88480,122550,2008,
19-3031,"Clinical, counseling, and school psychologists",,230,9.1,30.27,62960,5.1,20.81,23.78,28.19,33,41.93,43280,49460,58640,68630,87210,2008,
19-3051,Urban and regional planners,,70,16.2,21.56,44850,2.9,12.4,16.15,21.06,26.07,32.78,25780,33590,43800,54220,68190,2008,
19-3099,"Social scientists and related workers, all other",,60,9.7,28.01,58270,5.6,16.44,19.51,27.47,35.69,40.95,34200,40580,57140,74230,85170,2008,
19-4031,Chemical technicians,,230,29.7,17.97,37370,3.6,12.77,14.26,16.95,20.19,25.8,26560,29670,35260,42000,53670,2008,
19-4061,Social science research assistants,,90,25.4,13.97,29050,10.2,10.3,11,12.15,15.57,20.86,21420,22870,25270,32380,43400,2008,
19-4091,"Environmental science and protection technicians, including health",,120,41.6,18.9,39300,12.2,11.01,12.27,15.51,26.35,30.6,22900,25520,32260,54820,63650,2008,
19-4092,Forensic science technicians,,40,14.4,,,,,,,,,,,,,,2008,
19-4099,"Life, physical, and social science technicians, all other",,140,26.4,18.14,37730,7.6,12.67,14.04,15.77,19.22,27.97,26360,29200,32800,39980,58170,2008,
21-0000,Community and social services occupations,major,6320,4.8,18.77,39040,3.4,11.54,13.97,17.33,22.07,29.05,23990,29060,36040,45900,60430,2008,
21-1011,Substance abuse and behavioral disorder counselors,,300,23.8,17.66,36740,3.1,12.86,14.03,16.37,19.79,25.3,26740,29180,34050,41160,52630,2008,
21-1012,"Educational, vocational, and school counselors",,680,3.7,29.71,61790,6,16.73,22.56,30.13,37.07,43.05,34800,46930,62670,77100,89550,2008,
21-1013,Marriage and family therapists,,,,16.33,33960,6.1,10.9,12.2,14.63,18.74,24.14,22670,25380,30440,38990,50210,2008,
21-1014,Mental health counselors,,400,31,15.53,32310,3.1,10.79,12.07,14.77,18.54,22.11,22450,25100,30720,38570,45990,2008,
21-1015,Rehabilitation counselors,,270,32.5,17.24,35860,6.2,10.13,12.56,16.52,19.48,27.51,21080,26110,34360,40530,57220,2008,
21-1021,"Child, family, and school social workers",,1890,7.5,17.94,37320,1.9,12.96,14.7,17.35,20.24,24.27,26950,30570,36090,42090,50480,2008,
21-1022,Medical and public health social workers,,460,13.9,20.9,43480,1.7,15.14,17.48,20.65,24.1,28.05,31500,36370,42950,50130,58340,2008,
21-1023,Mental health and substance abuse social workers,,450,14.7,19.3,40140,2.5,14.25,16.3,18.76,22.33,24.97,29630,33910,39030,46440,51930,2008,
21-1029,"Social workers, all other",,170,43.8,18.93,39380,3.7,11.51,12.99,15.25,25.94,33.02,23940,27030,31720,53950,68670,2008,
21-1091,Health educators,,100,12.7,18.2,37850,6.3,10.64,13.07,16.49,23.27,29.16,22120,27180,34310,48400,60650,2008,
21-1092,Probation officers and correctional treatment specialists,,280,2.8,17.79,37000,3.1,13.05,15.75,17.52,19.27,23.36,27150,32750,36440,40080,48600,2008,
21-1093,Social and human service assistants,,820,11.8,12.86,26750,2.4,8.8,10.34,12.37,14.86,17.57,18310,21510,25720,30920,36540,2008,
21-1099,"Community and social service specialists, all other",,230,16,16.5,34320,7.3,9.29,13.41,15.64,18.67,24.35,19330,27890,32530,38840,50650,2008,
21-2011,Clergy,,150,21.3,22.65,47120,3.5,16.31,18.48,21.57,25.54,31.7,33930,38440,44860,53130,65930,2008,
23-0000,Legal occupations,major,3460,6.9,34.77,72330,3.8,14.06,19.38,26.67,45.2,63.93,29250,40310,55470,94010,132970,2008,
23-1011,Lawyers,,1730,10.4,47.26,98310,4.4,20.73,28.37,42.72,58.44,,43120,59000,88860,121560,,2008,
23-2011,Paralegals and legal assistants,,1110,29.5,21.09,43870,6.1,12.85,16.58,21.05,25.21,29.51,26740,34480,43780,52430,61370,2008,
23-2091,Court reporters,,60,31.5,18.93,39360,9.9,12.46,13.65,15.72,27.19,30.46,25910,28390,32700,56560,63360,2008,
23-2092,Law clerks,,120,20.5,16.3,33910,4.6,11.91,13.26,14.89,18.69,24.7,24770,27590,30960,38880,51390,2008,
23-2093,"Title examiners, abstractors, and searchers",,100,40.4,16.81,34970,4.3,11.43,12.7,16.07,18.99,25.37,23770,26410,33430,39500,52780,2008,
23-2099,"Legal support workers, all other",,150,24.5,21.4,44500,5.9,13.33,16.58,22.01,25.8,29.31,27730,34480,45770,53670,60970,2008,
25-0000,"Education, training, and library occupations",major,29570,2.3,22.61,47030,4.1,10.4,14.81,20.81,28.06,35.06,21640,30800,43280,58370,72930,2008,
25-1011,"Business teachers, postsecondary",,170,9.8,,87060,6.5,,,,,,38680,59090,79660,111630,141480,2008,
25-1021,"Computer science teachers, postsecondary",,90,20.6,,73790,9.2,,,,,,41040,47100,63880,93720,130120,2008,
25-1022,"Mathematical science teachers, postsecondary",,100,11.6,,,,,,,,,,,,,,2008,
25-1042,"Biological science teachers, postsecondary",,90,13.9,,67690,7.3,,,,,,37060,45740,58720,87250,105820,2008,
25-1052,"Chemistry teachers, postsecondary",,40,20.4,,74550,6,,,,,,41360,51060,66430,98640,122990,2008,
25-1063,"Economics teachers, postsecondary",,30,28.8,,87880,5.9,,,,,,37130,54750,82980,116960,145120,2008,
25-1066,"Psychology teachers, postsecondary",,80,9.6,,68430,6.3,,,,,,37620,54040,65290,81750,99170,2008,
25-1071,"Health specialties teachers, postsecondary",,,,,109820,14.8,,,,,,43650,55730,91210,148600,,2008,
25-1072,"Nursing instructors and teachers, postsecondary",,160,15.4,,55490,2.2,,,,,,38880,45360,55020,65120,76280,2008,
25-1081,"Education teachers, postsecondary",,,,,54720,6.5,,,,,,29220,37790,51980,67150,82310,2008,
25-1111,"Criminal justice and law enforcement teachers, postsecondary",,110,36.7,,,,,,,,,,,,,,2008,
25-1121,"Art, drama, and music teachers, postsecondary",,,,,63770,5.1,,,,,,30740,43510,60510,83920,103770,2008,
25-1122,"Communications teachers, postsecondary",,70,19.5,,58780,5.3,,,,,,32920,41970,56560,76940,87050,2008,
25-1123,"English language and literature teachers, postsecondary",,130,14.1,,61670,3.3,,,,,,34030,40730,55710,74630,103300,2008,
25-1124,"Foreign language and literature teachers, postsecondary",,120,12.7,,52770,3.7,,,,,,28260,32390,49680,69160,82930,2008,
25-1125,"History teachers, postsecondary",,50,19.6,,56830,5,,,,,,30750,39400,54520,66580,94110,2008,
25-1126,"Philosophy and religion teachers, postsecondary",,30,33.4,,59070,4.8,,,,,,27320,42000,55980,77920,95260,2008,
25-1194,"Vocational education teachers, postsecondary",,630,22,22.33,46450,4.1,14.94,17.75,21.35,24.86,32.21,31070,36920,44410,51710,67010,2008,
25-1199,"Postsecondary teachers, all other",,590,5.2,,46930,5.4,,,,,,26660,30100,40750,59020,76170,2008,
25-2011,"Preschool teachers, except special education",,970,19.8,12.85,26730,5.7,7.32,8.54,10.88,16.36,21.65,15230,17770,22630,34020,45020,2008,
25-2012,"Kindergarten teachers, except special education",,580,3.6,,50470,3.1,,,,,,35160,40700,51330,61060,66820,2008,
25-2021,"Elementary school teachers, except special education",,5070,3.3,,49060,3.2,,,,,,33930,39160,48710,59580,66820,2008,
25-2022,"Middle school teachers, except special and vocational education",,2200,3.4,,50990,2.9,,,,,,34040,39820,50150,61220,70920,2008,
25-2031,"Secondary school teachers, except special and vocational education",,4000,4.2,,50320,3.2,,,,,,33930,40320,50570,60980,68420,2008,
25-2032,"Vocational education teachers, secondary school",,230,5.4,,57450,2.6,,,,,,40680,47890,57720,66840,77680,2008,
25-2041,"Special education teachers, preschool, kindergarten, and elementary school",,1050,4.7,,50540,3.1,,,,,,35410,41130,49390,59810,67800,2008,
25-2042,"Special education teachers, middle school",,540,8.3,,50930,2.5,,,,,,36250,41850,49150,59270,68600,2008,
25-2043,"Special education teachers, secondary school",,660,6.4,,51200,2.8,,,,,,35770,42090,50050,60470,68460,2008,
25-3011,"Adult literacy, remedial education, and GED teachers and instructors",,80,17.7,20.65,42950,4.2,13.54,15.71,20.41,24.07,29.45,28170,32670,42440,50080,61250,2008,
25-3021,Self-enrichment education teachers,,370,33.1,14.7,30570,7.1,6.82,10.5,13.38,17.33,22.01,14170,21850,27840,36040,45780,2008,
25-3099,"Teachers and instructors, all other",,1110,10.4,,36070,7.7,,,,,,15340,21900,30250,48970,65090,2008,
25-4012,Curators,,50,31.2,23.55,48990,4.9,15.21,18.72,23.13,27.35,34.39,31640,38930,48110,56880,71530,2008,
25-4021,Librarians,,550,9.2,25.75,53560,4.2,15.75,20.11,25.54,31.39,37.43,32760,41820,53120,65300,77860,2008,
25-4031,Library technicians,,290,27.1,13.84,28780,6.4,8.5,11.3,13.66,16,19.57,17680,23500,28410,33270,40710,2008,
25-9021,Farm and home management advisors,,,,18.31,38090,2.9,13.71,14.75,16.62,22.49,25.03,28530,30690,34580,46780,52060,2008,
25-9031,Instructional coordinators,,550,11.1,26.36,54830,7.8,13.68,18.31,24.04,32.21,41.81,28440,38090,50010,66990,86970,2008,
25-9041,Teacher assistants,,5320,4.1,,27220,6.7,,,,,,16960,21240,26350,32230,38460,2008,
27-0000,"Arts, design, entertainment, sports, and media occupations",major,7140,6.1,17.64,36700,3.6,8.12,10.47,15.22,22.46,30.93,16900,21780,31660,46720,64330,2008,
27-1011,Art directors,,70,23.2,32.81,68240,8.7,17.83,21.58,27.93,43.96,54.19,37090,44890,58100,91430,112720,2008,
27-1013,"Fine artists, including painters, sculptors, and illustrators",,,,23.11,48070,13.4,13.43,14.56,16.63,29.86,43.4,27940,30280,34600,62120,90270,2008,
27-1021,Commercial and industrial designers,,80,12.9,26.24,54580,6.2,15.19,18.47,23.87,32.96,39.5,31600,38430,49660,68560,82170,2008,
27-1023,Floral designers,,200,17.8,10.62,22090,4.2,7.68,8.67,9.82,11.99,15.24,15970,18030,20430,24940,31690,2008,
27-1024,Graphic designers,,1090,12.4,17.56,36530,5.3,9.85,11.75,16.63,21.19,27.18,20480,24440,34590,44080,56530,2008,
27-1025,Interior designers,,,,18.08,37600,6.7,11.55,13.4,16.13,19.43,28.51,24030,27870,33550,40410,59310,2008,
27-1026,Merchandise displayers and window trimmers,,,,12.61,26230,3.8,8.51,9.67,11.3,13.83,19.7,17690,20100,23510,28770,40970,2008,
27-2011,Actors,,70,33.8,21.11,,7.6,15.58,17.81,21.01,23.75,28.81,,,,,,2008,
27-2012,Producers and directors,,220,17.9,19,39530,6.3,6.92,13.57,17.83,24.25,29.97,14400,28220,37090,50450,62340,2008,
27-2021,Athletes and sports competitors,,30,38,,47960,17.2,,,,,,16500,25650,35670,53970,96640,2008,
27-2022,Coaches and scouts,,620,16,,25050,6.3,,,,,,13770,15870,19650,27110,46980,2008,
27-2032,Choreographers,,,,11,22870,8.9,8.57,9.58,10.94,12.2,14.26,17820,19920,22760,25380,29660,2008,
27-2042,Musicians and singers,,190,33.6,13.02,,7.1,8.31,9.16,13.43,15.42,18.37,,,,,,2008,
27-2099,"Entertainers and performers, sports and related workers, all other",,160,11.6,,,,,,,,,,,,,,2008,
27-3011,Radio and television announcers,,130,48.8,,,,,,,,,,,,,,2008,
27-3012,Public address system and other announcers,,,,9.19,19110,6.4,7.37,8.11,8.89,9.68,12.22,15340,16870,18490,20130,25430,2008,
27-3022,Reporters and correspondents,,280,7,24.26,50460,13.8,10.33,14.64,24.29,32.45,40.18,21480,30450,50530,67500,83570,2008,
27-3031,Public relations specialists,,940,13.6,21.23,44150,3.6,12.53,15.68,18.88,25.31,33.32,26060,32620,39260,52650,69310,2008,
27-3041,Editors,,320,10.8,26.12,54330,8.9,13.72,17.35,24.26,33.29,40.48,28540,36090,50470,69250,84200,2008,
27-3042,Technical writers,,,,24.14,50210,3.8,11.46,18.22,25.58,30.23,35.27,23840,37900,53210,62880,73370,2008,
27-3043,Writers and authors,,100,17.7,20.81,43280,5.7,12.95,14.64,18.59,25.55,30.54,26950,30460,38660,53140,63520,2008,
27-3091,Interpreters and translators,,50,11.8,17.98,37390,2.4,12.55,14.77,17.85,21.43,24.02,26110,30720,37120,44570,49970,2008,
27-3099,"Media and communication workers, all other",,110,8.6,15.75,32750,12,6.45,7.2,16.4,20.21,28.94,13420,14970,34110,42030,60180,2008,
27-4011,Audio and video equipment technicians,,90,24.2,22.56,46930,12.5,11.1,14.41,20.4,34.1,38.44,23090,29980,42440,70930,79950,2008,
27-4012,Broadcast technicians,,230,33.9,16.53,34390,12.7,7.79,10.9,13.49,22.53,29.42,16210,22670,28070,46870,61190,2008,
27-4021,Photographers,,260,20.8,13.91,28930,8.8,7.21,8.6,10.91,17.09,26.5,14990,17880,22690,35550,55120,2008,
27-4031,"Camera operators, television, video, and motion picture",,,,19.32,40190,2.6,10.88,12.69,19.24,25.34,28.81,22630,26400,40020,52710,59920,2008,
27-4032,Film and video editors,,50,40.5,17.67,36760,4.2,11.62,14.18,17.51,19.62,20.98,24180,29500,36430,40800,43650,2008,
27-4099,"Media and communication equipment workers, all other",,,,21.05,43790,13.7,10.32,11.7,17.56,30.37,37.35,21470,24330,36530,63170,77680,2008,
29-0000,Healthcare practitioners and technical occupations,major,35950,8.2,29.42,61190,2,13.39,18.34,25.03,31.39,48.06,27860,38140,52060,65300,99960,2008,
29-1011,Chiropractors,,,,52.61,109440,17.5,18.47,33.85,44.74,68.79,,38420,70400,93070,143090,,2008,
29-1021,"Dentists, general",,270,17.8,67.71,140830,10.7,40.5,44.98,52.37,,,84230,93560,108930,,,2008,
29-1031,Dietitians and nutritionists,,320,27.7,24.06,50040,1.8,17.79,21.18,23.93,26.91,30.69,37000,44040,49770,55970,63840,2008,
29-1041,Optometrists,,140,35.2,55.69,115840,11.5,25.35,36.14,54.39,67.35,,52720,75170,113130,140090,,2008,
29-1051,Pharmacists,,1150,7.8,53.67,111640,2,42.82,49.11,55.04,60.64,64.3,89070,102160,114480,126140,133740,2008,
29-1061,Anesthesiologists,,60,26.5,105.16,218740,22,75.76,,,,,157580,,,,,2008,
29-1062,Family and general practitioners,,440,17.3,85.17,177140,6.9,54.44,67.95,,,,113230,141330,,,,2008,
29-1063,"Internists, general",,130,22.9,96.82,201390,10.3,64.51,75.63,,,,134180,157310,,,,2008,
29-1064,Obstetricians and gynecologists,,200,33,73.04,151920,17,41.74,45.38,71.35,,,86810,94380,148400,,,2008,
29-1065,"Pediatricians, general",,200,36.9,101.92,212000,15.2,70.95,,,,,147580,,,,,2008,
29-1066,Psychiatrists,,40,33.2,85.83,178520,11.9,42.31,69.41,,,,88010,144370,,,,2008,
29-1067,Surgeons,,450,18.9,,,,,,,,,,,,,,2008,
29-1069,"Physicians and surgeons, all other",,1060,8.7,60.69,126230,19.6,21.28,23.99,65.5,,,44270,49890,136240,,,2008,
29-1071,Physician assistants,,110,28.9,43.89,91290,9,27.96,33.02,37.75,45.4,63.55,58170,68690,78530,94420,132180,2008,
29-1081,Podiatrists,,50,28.8,74.51,154990,11.3,42.86,57.22,73.87,,,89140,119020,153640,,,2008,
29-1111,Registered nurses,,14590,12.7,27.69,57600,1.2,20.55,23.45,27.48,31.12,36.66,42740,48780,57160,64720,76250,2008,
29-1121,Audiologists,,,,35.17,73150,9.4,22.88,26.05,30.17,46.54,54.02,47590,54190,62750,96810,112360,2008,
29-1122,Occupational therapists,,340,17.5,34.02,70750,2.1,25.62,29.71,34.42,38.67,44.53,53300,61800,71590,80430,92630,2008,
29-1123,Physical therapists,,610,21.1,33.99,70710,2,26.11,29.1,33.53,38.52,44.94,54310,60520,69740,80120,93480,2008,
29-1125,Recreational therapists,,50,17.1,17.11,35590,2.9,12.87,13.99,15.9,18.67,22.68,26770,29090,33070,38840,47170,2008,
29-1126,Respiratory therapists,,630,17.3,22.31,46400,2.7,16.71,19.03,22.37,25.07,29.09,34760,39590,46530,52140,60520,2008,
29-1127,Speech-language pathologists,,320,12.1,31.61,65740,3.2,21.38,25.22,31.1,37.44,43.1,44480,52470,64680,77870,89650,2008,
29-1129,"Therapists, all other",,80,12.3,36.86,76670,6.8,20.71,26.69,37.65,46.53,52.42,43070,55510,78310,96780,109020,2008,
29-1131,Veterinarians,,250,9.6,42.82,89070,10.4,16.15,33.14,41.8,49.11,59.09,33590,68930,86950,102150,122900,2008,
29-2011,Medical and clinical laboratory technologists,,800,14.3,25.01,52020,1.7,17.63,21.26,25.47,29.32,31.82,36680,44220,52980,60980,66190,2008,
29-2012,Medical and clinical laboratory technicians,,450,12,16.54,34410,2.8,11.22,13.29,15.71,19.64,23.69,23340,27640,32680,40850,49270,2008,
29-2021,Dental hygienists,,780,18.2,28.37,59000,1.7,24.05,26.8,28.88,30.94,32.52,50030,55750,60060,64360,67650,2008,
29-2031,Cardiovascular technologists and technicians,,460,23.4,19.42,40400,2.5,11.8,13.9,17.77,24.94,29.61,24530,28910,36960,51870,61600,2008,
29-2032,Diagnostic medical sonographers,,210,21.7,26.92,55990,2.3,20.54,22.81,26.97,30.87,34.95,42720,47450,56100,64200,72690,2008,
29-2033,Nuclear medicine technologists,,150,24.9,27.39,56980,1.6,21.72,25.11,27.87,30.33,32.34,45180,52230,57970,63090,67270,2008,
29-2034,Radiologic technologists and technicians,,1300,16.4,22.45,46700,1.7,16.21,18.57,22.25,26.29,30.24,33710,38620,46280,54680,62900,2008,
29-2041,Emergency medical technicians and paramedics,,1210,24.1,14.09,29320,6.1,9.75,10.9,13.27,16.3,19.84,20280,22680,27600,33910,41270,2008,
29-2051,Dietetic technicians,,140,10.9,10.76,22380,2.7,8.52,9.29,10.44,11.81,13.28,17710,19330,21710,24570,27630,2008,
29-2052,Pharmacy technicians,,1920,14.9,12.3,25580,1.9,8.53,9.71,11.99,14.44,16.03,17740,20200,24940,30030,33350,2008,
29-2054,Respiratory therapy technicians,,110,11.3,18.96,39430,2.2,13.46,15.48,19.28,22.48,24.64,28000,32190,40100,46750,51250,2008,
29-2055,Surgical technologists,,630,15.3,18.24,37930,1.1,13.93,16.03,17.98,20.13,23.81,28960,33340,37400,41870,49520,2008,
29-2056,Veterinary technologists and technicians,,330,21.6,13.26,27590,5.2,9.6,11.33,13.1,15.06,17.49,19970,23560,27250,31330,36390,2008,
29-2061,Licensed practical and licensed vocational nurses,,3350,7.3,18.16,37770,0.8,14.06,16.22,18.04,19.94,23.11,29250,33730,37530,41470,48070,2008,
29-2071,Medical records and health information technicians,,950,9.2,15.08,31360,2.3,9.91,12.06,14.29,17.43,22.41,20620,25090,29730,36250,46610,2008,
29-2081,"Opticians, dispensing",,170,29.8,17.49,36380,5.7,11.56,13.7,16.77,20.48,25.96,24050,28490,34880,42590,53990,2008,
29-2099,"Health technologists and technicians, all other",,350,29.7,19.72,41010,4.8,11.84,14.77,18.41,22.94,31.13,24620,30720,38300,47720,64760,2008,
29-9011,Occupational health and safety specialists,,220,20.9,27,56150,4.9,15.63,21.01,27.11,32.67,38.55,32510,43700,56380,67950,80190,2008,
29-9012,Occupational health and safety technicians,,40,14.7,15.67,32600,9.1,6.76,9.37,13.74,22.03,28.03,14060,19490,28580,45820,58310,2008,
29-9091,Athletic trainers,,60,36.6,,39010,9.6,,,,,,27260,30610,36220,42540,60870,2008,
29-9099,"Healthcare practitioners and technical workers, all other",,260,48.1,18.84,39190,17,9.06,10.37,18.07,23.93,32.48,18850,21560,37580,49780,67570,2008,
31-0000,Healthcare support occupations,major,15690,5.3,12.95,26940,1.3,8.98,10.56,12.34,14.72,17.5,18670,21960,25670,30620,36400,2008,
31-1011,Home health aides,,920,11.4,11.38,23670,2.9,8.49,9.38,10.95,13.2,15.08,17650,19510,22770,27460,31370,2008,
31-1012,"Nursing aides, orderlies, and attendants",,7780,7.1,11.58,24080,1.6,8.73,10.22,11.5,13.03,14.96,18170,21250,23930,27110,31120,2008,
31-1013,Psychiatric aides,,320,20.5,12.42,25820,2.3,9.81,10.82,12.25,14.28,15.61,20410,22510,25480,29710,32460,2008,
31-2011,Occupational therapist assistants,,90,26.6,24.99,51970,3.4,20.13,22.14,25.35,28.72,30.92,41880,46050,52720,59740,64310,2008,
31-2012,Occupational therapist aides,,,,10.55,21940,3.5,8.05,8.88,10.57,12.06,13.78,16750,18470,21980,25080,28660,2008,
31-2021,Physical therapist assistants,,280,19.8,24.13,50190,3.4,16.92,20.14,23.94,28.39,31.41,35190,41890,49780,59060,65340,2008,
31-2022,Physical therapist aides,,,,10.11,21030,3.9,7.96,8.54,9.47,11.4,13.65,16560,17770,19690,23700,28390,2008,
31-9011,Massage therapists,,40,29.1,20.72,43090,12.3,7.32,12.27,18.94,31.11,35.95,15230,25520,39400,64710,74780,2008,
31-9091,Dental assistants,,1290,10.4,16.66,34650,3.3,11.47,13.52,16.07,19.15,23.57,23860,28130,33420,39840,49020,2008,
31-9092,Medical assistants,,2600,8.3,13.84,28780,1.4,10.67,12.23,13.78,15.26,17.47,22200,25440,28650,31740,36340,2008,
31-9093,Medical equipment preparers,,270,35.9,12.88,26800,1.7,9.52,11.32,13.26,14.7,15.59,19800,23540,27570,30580,32430,2008,
31-9094,Medical transcriptionists,,490,16.4,14.85,30890,1.8,11.91,13.16,14.57,16.5,19,24760,27380,30310,34320,39520,2008,
