,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,YEAR,Unnamed: 19
1083,49-9096,Riggers,detailed,40.0,20.9,21.6432,45025.200000000004,2.3760000000000003,13.554000000000002,16.459200000000003,19.6884,27.324,32.7456,28198.800000000003,34225.200000000004,40964.4,56829.600000000006,68115.6,2013,
1084,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",detailed,400.0,34.4,13.305600000000002,27680.4,3.132,10.0116,10.962000000000002,12.2688,14.677200000000001,18.6948,20833.2,22809.600000000002,25531.2,30520.800000000003,38890.8,2013,
1085,49-9099,"Installation, Maintenance, and Repair Workers, All Other",detailed,650.0,23.0,19.5912,40737.600000000006,4.212,11.7396,14.418000000000001,18.36,24.678000000000004,29.851200000000002,24418.800000000003,29991.600000000002,38199.600000000006,51332.4,62078.4,2013,
1086,51-0000,Production Occupations,major,58910.0,3.6,18.7488,38998.8,6.588,9.7524,12.214800000000002,16.696800000000003,23.565600000000003,32.400000000000006,20282.4,25401.600000000002,34722.0,49021.200000000004,67392.0,2013,
1087,51-1011,First-Line Supervisors of Production and Operating Workers,detailed,3230.0,4.5,28.652400000000004,59583.600000000006,1.62,16.8912,21.448800000000002,27.226800000000004,34.8408,43.74,35143.200000000004,44614.8,56635.200000000004,72468.0,90990.0,2013,
1088,51-2022,Electrical and Electronic Equipment Assemblers,detailed,220.0,25.4,14.407200000000001,29959.2,7.776000000000001,9.514800000000001,10.9944,13.521600000000001,17.377200000000002,19.785600000000002,19785.600000000002,22874.4,28134.000000000004,36136.8,41158.8,2013,
1089,51-2023,Electromechanical Equipment Assemblers,detailed,450.0,39.7,17.55,36504.0,5.292000000000001,13.111200000000002,14.806800000000003,17.2584,19.5264,23.4576,27270.0,30790.800000000003,35899.200000000004,40618.8,48794.4,2013,
1090,51-2031,Engine and Other Machine Assemblers,detailed,,,16.524,34376.4,8.64,11.5236,13.2408,15.1524,18.6732,23.673600000000004,23976.0,27529.2,31514.4,38847.600000000006,49237.200000000004,2013,
1091,51-2041,Structural Metal Fabricators and Fitters,detailed,310.0,22.9,21.2112,44118.0,5.508,14.1156,16.8048,19.3104,24.699600000000004,32.9292,29354.4,34948.8,40165.200000000004,51386.4,68482.8,2013,
1092,51-2092,Team Assemblers,detailed,14380.0,5.6,21.945600000000002,45651.600000000006,13.5,10.270800000000001,13.0248,19.083600000000004,31.633200000000002,37.01160000000001,21362.4,27097.2,39700.8,65793.6,76993.20000000001,2013,
1093,51-2099,"Assemblers and Fabricators, All Other",detailed,1690.0,10.5,12.5928,26190.0,3.24,8.6292,9.514800000000001,11.361600000000001,14.364000000000003,18.630000000000003,17938.800000000003,19796.4,23641.2,29862.000000000004,38739.600000000006,2013,
1094,51-3011,Bakers,detailed,330.0,23.3,12.3336,25650.0,3.9960000000000004,8.7372,9.828,11.3292,13.7052,18.306,18176.4,20433.600000000002,23576.4,28512.000000000004,38080.8,2013,
1095,51-3021,Butchers and Meat Cutters,detailed,480.0,14.5,16.426800000000004,34171.200000000004,3.132,11.9448,13.878,16.1784,18.8244,20.898000000000003,24850.800000000003,28857.600000000002,33652.8,39160.8,43470.0,2013,
1096,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",detailed,460.0,48.7,12.9708,26978.4,3.3480000000000003,10.0224,11.674800000000001,13.3488,14.580000000000002,15.314400000000001,20844.0,24278.4,27766.800000000003,30326.4,31860.000000000004,2013,
1097,51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",detailed,50.0,22.5,18.7056,38901.600000000006,10.152000000000001,10.8972,15.930000000000001,19.882800000000003,23.1444,24.6672,22658.4,33145.200000000004,41364.0,48135.600000000006,51310.8,2013,
1098,51-3092,Food Batchmakers,detailed,,,14.374800000000002,29905.2,5.292000000000001,10.368,11.34,13.305600000000002,16.740000000000002,19.5912,21567.600000000002,23587.2,27669.600000000002,34819.200000000004,40748.4,2013,
1099,51-3093,Food Cooking Machine Operators and Tenders,detailed,270.0,26.2,15.4116,32043.600000000002,4.968,8.974800000000002,11.296800000000001,15.822000000000001,18.9432,21.535200000000003,18662.4,23500.800000000003,32907.6,39398.4,44787.600000000006,2013,
1100,51-3099,"Food Processing Workers, All Other",detailed,,,11.6856,24300.0,11.124000000000002,8.316,8.8992,9.882000000000001,15.2064,18.003600000000002,17290.800000000003,18522.0,20552.4,31633.2,37432.8,2013,
1101,51-4011,"Computer-Controlled Machine Tool Operators, Metal and Plastic",detailed,360.0,28.1,16.102800000000002,33490.8,3.7800000000000002,10.9944,12.873600000000001,15.271200000000002,18.651600000000002,22.334400000000002,22863.600000000002,26784.0,31762.800000000003,38793.600000000006,46461.600000000006,2013,
1102,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,370.0,25.4,18.5328,38545.200000000004,4.104,13.0248,15.098400000000002,18.3492,22.0212,24.5376,27097.2,31417.2,38156.4,45792.0,51051.600000000006,2013,
1103,51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,180.0,35.5,22.41,46612.8,9.18,15.076800000000002,18.014400000000002,21.2544,24.256800000000002,34.894800000000004,31352.4,37454.4,44204.4,50446.8,72586.8,2013,
1104,51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,,,17.658,36730.8,6.156000000000001,12.949200000000001,14.180400000000002,16.999200000000002,21.3624,23.6844,26924.4,29494.800000000003,35348.4,44431.200000000004,49269.600000000006,2013,
1105,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,1570.0,11.0,18.7056,38923.200000000004,5.832000000000001,11.34,13.726800000000003,17.128800000000002,21.816,30.952800000000003,23587.2,28555.2,35618.4,45370.8,64378.8,2013,
1106,51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,120.0,30.9,16.632,34603.200000000004,11.772000000000002,8.748,9.9036,15.2064,21.708000000000002,26.146800000000002,18187.2,20595.600000000002,31622.4,45154.8,54388.8,2013,
1107,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,370.0,6.1,19.278000000000002,40089.600000000006,4.212,12.646800000000002,14.191200000000002,17.0424,22.356,31.622400000000003,26308.800000000003,29516.4,35456.4,46494.0,65761.2,2013,
1108,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,160.0,8.2,19.872,41342.4,4.86,16.4052,17.3448,18.910800000000002,21.6864,26.0928,34128.0,36082.8,39344.4,45111.600000000006,54259.200000000004,2013,
1109,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,110.0,25.0,21.243600000000004,44172.0,8.100000000000001,10.1196,12.7224,18.8676,30.294000000000004,36.5688,21049.2,26470.800000000003,39247.200000000004,63018.00000000001,76064.40000000001,2013,
1110,51-4041,Machinists,detailed,1570.0,12.5,21.9348,45619.200000000004,3.024,13.6188,17.6904,22.3668,26.416800000000002,29.926800000000004,28328.4,36795.600000000006,46537.200000000004,54939.600000000006,62251.200000000004,2013,
1111,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,870.0,25.9,16.999200000000002,35370.0,5.94,11.037600000000001,13.305600000000002,17.1396,19.893600000000003,23.544000000000004,22960.800000000003,27680.4,35650.8,41374.8,48967.200000000004,2013,
1112,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,,,17.6364,36676.8,6.264,8.964000000000002,11.9016,19.4616,22.6584,24.375600000000002,18640.800000000003,24742.800000000003,40478.4,47142.0,50695.200000000004,2013,
1113,51-4111,Tool and Die Makers,detailed,770.0,14.6,26.362800000000004,54831.600000000006,6.588,16.707600000000003,20.6604,26.103600000000004,31.762800000000002,37.9296,34743.600000000006,42962.4,54291.600000000006,66063.6,78894.0,2013,
1114,51-4121,"Welders, Cutters, Solderers, and Brazers",detailed,1920.0,12.0,20.3256,42271.200000000004,2.8080000000000003,13.640400000000001,16.340400000000002,18.846,23.598000000000003,29.916,28382.4,33976.8,39204.0,49096.8,62229.600000000006,2013,
1115,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",detailed,650.0,10.8,16.6428,34614.0,3.3480000000000003,11.836800000000002,14.396400000000002,17.1504,18.9756,20.0988,24624.0,29937.600000000002,35672.4,39463.200000000004,41817.600000000006,2013,
1116,51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",detailed,40.0,31.4,17.658,36730.8,3.564,13.327200000000001,15.174000000000001,17.388,19.5912,23.176800000000004,27723.600000000002,31557.600000000002,36169.200000000004,40759.200000000004,48211.200000000004,2013,
1117,51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,160.0,23.9,16.254,33804.0,4.968,10.756800000000002,12.0852,14.9472,19.353600000000004,24.451200000000004,22377.600000000002,25142.4,31093.2,40240.8,50868.0,2013,
1118,51-4194,"Tool Grinders, Filers, and Sharpeners",detailed,120.0,24.0,13.737600000000002,28576.800000000003,3.132,10.713600000000001,11.4372,12.668400000000002,14.914800000000001,17.928000000000004,22280.4,23781.600000000002,26352.0,31028.4,37292.4,2013,
1119,51-4199,"Metal Workers and Plastic Workers, All Other",detailed,90.0,43.0,17.355600000000003,36104.4,4.212,11.167200000000001,13.953600000000002,16.5996,19.472400000000004,24.1488,23230.800000000003,29019.600000000002,34527.600000000006,40500.0,50241.600000000006,2013,
1120,51-5111,Prepress Technicians and Workers,detailed,190.0,11.0,18.370800000000003,38221.200000000004,3.9960000000000004,10.8108,14.8716,18.781200000000002,22.420800000000003,24.6132,22474.800000000003,30931.2,39074.4,46634.4,51192.0,2013,
1121,51-5112,Printing Press Operators,detailed,1510.0,10.5,19.224000000000004,39981.600000000006,1.836,13.014000000000001,15.757200000000001,18.813600000000005,22.6368,26.168400000000002,27064.800000000003,32778.0,39128.4,47088.0,54432.0,2013,
1122,51-5113,Print Binding and Finishing Workers,detailed,310.0,21.2,17.064000000000004,35478.0,1.9440000000000002,9.687600000000002,13.6728,17.3988,20.4444,23.4792,20142.0,28436.4,36201.600000000006,42530.4,48837.600000000006,2013,
1123,51-6011,Laundry and Dry-Cleaning Workers,detailed,840.0,13.7,10.4436,21729.600000000002,2.8080000000000003,8.478,9.1044,10.1628,11.826,13.402800000000001,17636.4,18943.2,21135.600000000002,24591.600000000002,27885.600000000002,2013,
1124,51-6021,"Pressers, Textile, Garment, and Related Materials",detailed,310.0,26.9,10.335600000000001,21492.0,4.212,8.532000000000002,9.2772,10.497600000000002,11.7072,12.430800000000001,17744.4,19288.800000000003,21837.600000000002,24343.2,25855.2,2013,
1125,51-6031,Sewing Machine Operators,detailed,560.0,23.1,12.5388,26082.0,3.3480000000000003,8.877600000000001,10.270800000000001,11.869200000000001,14.5044,17.744400000000002,18457.2,21373.2,24678.0,30175.2,36914.4,2013,
1126,51-6041,Shoe and Leather Workers and Repairers,detailed,,,11.620800000000001,24170.4,2.8080000000000003,10.2492,10.789200000000001,11.599200000000002,12.4092,13.770000000000001,21319.2,22431.600000000002,24127.2,25822.800000000003,28641.600000000002,2013,
1127,51-6051,"Sewers, Hand",detailed,,,13.370400000000002,27810.000000000004,7.236000000000001,8.8884,10.1196,11.869200000000001,15.746400000000001,20.3904,18478.800000000003,21049.2,24688.800000000003,32745.600000000002,42411.600000000006,2013,
1128,51-6052,"Tailors, Dressmakers, and Custom Sewers",detailed,100.0,34.7,15.012000000000002,31212.000000000004,5.94,9.644400000000001,12.128400000000001,13.845600000000001,15.3792,22.2372,20055.600000000002,25218.0,28803.600000000002,31989.600000000002,46245.600000000006,2013,
1129,51-6093,Upholsterers,detailed,,,14.7096,30596.4,4.5360000000000005,11.674800000000001,13.132800000000001,14.634000000000002,16.8156,17.6472,24278.4,27324.0,30434.4,34970.4,36709.200000000004,2013,
1130,51-6099,"Textile, Apparel, and Furnishings Workers, All Other",detailed,,,15.876,33026.4,4.428,12.020400000000002,13.5972,15.714000000000002,18.0576,19.44,25002.0,28285.2,32691.600000000002,37562.4,40435.200000000004,2013,
1131,51-7011,Cabinetmakers and Bench Carpenters,detailed,620.0,15.2,14.860800000000001,30898.800000000003,3.9960000000000004,9.3744,11.5452,14.461200000000002,17.7012,21.038400000000003,19494.0,24008.4,30078.000000000004,36828.0,43772.4,2013,
1132,51-7021,Furniture Finishers,detailed,,,12.852000000000002,26719.2,6.696000000000001,9.8388,11.361600000000001,13.294800000000002,14.731200000000001,15.5844,20476.800000000003,23630.4,27658.800000000003,30628.800000000003,32410.800000000003,2013,
1133,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",detailed,260.0,24.2,13.2732,27615.600000000002,5.292000000000001,9.3744,10.940400000000002,13.014000000000001,15.4116,18.219600000000003,19494.0,22766.4,27064.800000000003,32043.600000000002,37908.0,2013,
1134,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",detailed,930.0,11.8,14.958,31104.000000000004,4.752000000000001,10.346400000000001,12.128400000000001,14.601600000000001,17.733600000000003,20.401200000000003,21513.600000000002,25218.0,30369.600000000002,36892.8,42433.200000000004,2013,
1135,51-8012,Power Distributors and Dispatchers,detailed,,,47.1528,98085.6,1.836,35.802,41.472,47.2932,55.0584,60.274800000000006,74455.20000000001,86259.6,98366.40000000001,114534.00000000001,125366.40000000001,2013,
1136,51-8021,Stationary Engineers and Boiler Operators,detailed,110.0,18.5,24.732,51440.4,2.484,14.3316,18.381600000000002,22.5072,34.0632,37.9512,29818.800000000003,38232.0,46807.200000000004,70848.0,78926.40000000001,2013,
1137,51-8031,Water and Wastewater Treatment Plant and System Operators,detailed,320.0,8.4,20.8872,43448.4,3.672,14.4936,17.28,20.844,24.4188,28.522800000000004,30153.600000000002,35942.4,43362.0,50803.200000000004,59324.4,2013,
1138,51-8091,Chemical Plant and System Operators,detailed,,,27.756,57726.00000000001,5.508,18.3492,22.14,26.611200000000004,33.955200000000005,38.772,38156.4,46051.200000000004,55350.00000000001,70621.20000000001,80654.40000000001,2013,
1139,51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",detailed,100.0,43.6,36.3528,75621.6,3.132,32.7132,34.0848,36.3528,38.631600000000006,40.52160000000001,68050.8,70891.20000000001,75621.6,80352.0,84283.20000000001,2013,
1140,51-8099,"Plant and System Operators, All Other",detailed,70.0,34.3,23.1876,48243.600000000006,4.32,16.6212,17.5392,19.083600000000004,27.7776,36.39600000000001,34560.0,36493.200000000004,39700.8,57769.200000000004,75697.20000000001,2013,
1141,51-9011,Chemical Equipment Operators and Tenders,detailed,250.0,28.9,26.19,54486.0,9.936,14.266800000000002,19.548000000000002,27.183600000000002,33.5016,37.260000000000005,29667.600000000002,40672.8,56548.8,69692.40000000001,77511.6,2013,
1142,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",detailed,290.0,11.5,,,,,,,,,,,,,,2013,
1143,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",detailed,230.0,25.3,17.377200000000002,36136.8,5.724,10.8864,13.586400000000001,17.3232,20.768400000000003,24.354000000000003,22647.600000000002,28263.600000000002,36039.600000000006,43210.8,50641.200000000004,2013,
1144,51-9022,"Grinding and Polishing Workers, Hand",detailed,40.0,25.6,13.2732,27604.800000000003,2.3760000000000003,10.530000000000001,11.5236,13.208400000000001,14.9364,16.1352,21891.600000000002,23965.2,27486.0,31060.800000000003,33566.4,2013,
1145,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",detailed,730.0,20.5,19.3212,40186.8,5.292000000000001,12.441600000000001,14.5692,18.7056,23.76,28.6092,25866.0,30304.800000000003,38901.600000000006,49420.8,59497.200000000004,2013,
1146,51-9031,"Cutters and Trimmers, Hand",detailed,90.0,23.3,14.202000000000002,29527.2,6.696000000000001,10.508400000000002,11.5344,13.986,17.064000000000004,18.910800000000002,21848.4,23986.800000000003,29084.4,35478.0,39333.600000000006,2013,
1147,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",detailed,510.0,34.3,16.794,34938.0,3.024,11.9448,14.191200000000002,16.7508,19.148400000000002,22.323600000000003,24840.0,29516.4,34830.0,39830.4,46418.4,2013,
1148,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",detailed,530.0,37.0,12.236400000000001,25455.600000000002,11.232000000000001,8.348400000000002,9.0936,11.6964,14.9688,17.582400000000003,17366.4,18910.800000000003,24332.4,31136.4,36579.600000000006,2013,
1149,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",detailed,3090.0,6.2,20.800800000000002,43264.8,9.395999999999999,11.5128,14.148,18.392400000000002,27.8964,33.912,23932.800000000003,29430.000000000004,38242.8,58017.600000000006,70534.8,2013,
1150,51-9071,Jewelers and Precious Stone and Metal Workers,detailed,60.0,39.7,18.0576,37551.600000000006,6.696000000000001,11.2752,13.0572,17.0208,21.7728,27.3348,23446.800000000003,27151.2,35413.200000000004,45295.200000000004,56840.4,2013,
1151,51-9081,Dental Laboratory Technicians,detailed,240.0,8.6,20.692800000000002,43038.0,7.884,12.744000000000002,14.860800000000001,20.012400000000003,24.5592,32.85360000000001,26503.2,30898.800000000003,41623.200000000004,51084.0,68331.6,2013,
1152,51-9083,Ophthalmic Laboratory Technicians,detailed,240.0,40.9,14.223600000000001,29581.2,6.804,9.666,11.1024,13.554000000000002,17.5284,19.5804,20109.600000000002,23101.2,28188.000000000004,36460.8,40726.8,2013,
1153,51-9111,Packaging and Filling Machine Operators and Tenders,detailed,2970.0,26.4,14.720400000000001,30607.2,3.7800000000000002,9.018,10.6704,14.0724,18.262800000000002,21.427200000000003,18748.800000000003,22204.800000000003,29257.2,37994.4,44571.600000000006,2013,
1154,51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",detailed,590.0,18.4,17.01,35370.0,2.8080000000000003,11.6316,13.845600000000001,16.7616,19.450800000000005,23.2632,24181.2,28792.800000000003,34873.200000000004,40467.600000000006,48384.0,2013,
1155,51-9122,"Painters, Transportation Equipment",detailed,200.0,14.1,28.9332,60166.8,5.94,19.0728,26.017200000000003,29.818800000000003,34.074000000000005,37.746,39657.600000000006,54108.0,62024.4,70880.40000000001,78505.20000000001,2013,
1156,51-9123,"Painting, Coating, and Decorating Workers",detailed,130.0,21.7,14.1156,29365.2,6.696000000000001,8.866800000000001,10.767600000000002,13.9212,16.8912,19.8504,18435.600000000002,22388.4,28944.000000000004,35132.4,41288.4,2013,
1157,51-9151,Photographic Process Workers and Processing Machine Operators,detailed,140.0,27.6,14.796,30790.800000000003,5.508,9.633600000000001,11.124000000000002,13.23,17.5716,22.075200000000002,20023.2,23122.800000000003,27529.2,36558.0,45910.8,2013,
1158,51-9191,Adhesive Bonding Machine Operators and Tenders,detailed,80.0,24.5,17.9604,37346.4,12.636,10.3896,14.418000000000001,19.5912,22.1184,23.608800000000002,21610.800000000003,29991.600000000002,40759.200000000004,46008.0,49096.8,2013,
1159,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",detailed,50.0,22.8,13.456800000000001,27993.600000000002,5.94,10.5624,11.4588,13.370400000000002,15.4224,17.01,21967.2,23835.600000000002,27810.000000000004,32065.2,35391.600000000006,2013,
1160,51-9194,Etchers and Engravers,detailed,50.0,37.2,16.092000000000002,33469.200000000004,7.884,11.2536,13.1544,15.1416,19.5804,22.809600000000003,23403.600000000002,27367.2,31482.000000000004,40716.0,47433.600000000006,2013,
1161,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",detailed,100.0,28.9,10.4652,21772.800000000003,5.0760000000000005,8.3376,8.8452,9.698400000000001,12.301200000000001,14.839200000000002,17334.0,18392.4,20163.600000000002,25596.0,30866.4,2013,
1162,51-9196,"Paper Goods Machine Setters, Operators, and Tenders",detailed,420.0,16.6,19.9476,41482.8,6.264,12.1392,17.4528,21.6648,23.436,24.505200000000002,25239.600000000002,36288.0,45057.600000000006,48751.200000000004,50976.0,2013,
1163,51-9198,Helpers--Production Workers,detailed,3640.0,15.1,13.186800000000002,27442.800000000003,3.672,9.3312,10.6596,12.117600000000001,16.0056,18.9216,19407.600000000002,22183.2,25196.4,33285.600000000006,39366.0,2013,
1164,51-9199,"Production Workers, All Other",detailed,2810.0,40.1,12.8196,26665.2,12.204000000000002,8.4132,9.136800000000001,10.8756,16.7832,19.494000000000003,17496.0,19008.0,22615.2,34916.4,40543.200000000004,2013,
1165,53-0000,Transportation and Material Moving Occupations,major,60310.0,2.4,19.332,40208.4,9.936,9.3312,11.167200000000001,14.990400000000001,21.4164,30.1212,19396.800000000003,23230.800000000003,31190.4,44550.0,62640.00000000001,2013,
1166,53-1021,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",detailed,990.0,6.2,22.464000000000002,46720.8,2.8080000000000003,13.780800000000001,16.9344,20.9304,26.7948,34.62480000000001,28663.2,35218.8,43545.600000000006,55728.00000000001,72025.20000000001,2013,
1167,53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,detailed,1680.0,7.0,26.9892,56127.600000000006,2.8080000000000003,15.7896,20.2284,24.354000000000003,31.8492,41.94720000000001,32832.0,42076.8,50652.0,66247.2,87253.20000000001,2013,
1168,53-2012,Commercial Pilots,detailed,150.0,29.5,,83062.8,3.9960000000000004,,,,,,49539.600000000006,70945.20000000001,85136.40000000001,97156.8,111380.40000000001,2013,
1169,53-3021,"Bus Drivers, Transit and Intercity",detailed,820.0,9.2,17.377200000000002,36147.600000000006,7.884,9.558,12.798,19.116,22.1076,23.652,19893.600000000002,26632.800000000003,39754.8,45997.200000000004,49194.0,2013,
1170,53-3022,"Bus Drivers, School or Special Client",detailed,2660.0,8.2,18.4572,38404.8,6.696000000000001,10.5408,14.536800000000001,18.36,22.68,26.622,21924.0,30240.000000000004,38178.0,47174.4,55382.4,2013,
1171,53-3031,Driver/Sales Workers,detailed,2730.0,19.0,11.167200000000001,23220.0,4.644,8.424,9.061200000000001,10.130400000000002,12.3552,16.6428,17517.600000000002,18835.2,21060.0,25693.2,34603.200000000004,2013,
1172,53-3032,Heavy and Tractor-Trailer Truck Drivers,detailed,8580.0,5.5,22.604400000000002,47023.200000000004,2.592,14.094000000000001,17.128800000000002,21.276,28.155600000000003,33.458400000000005,29300.4,35629.200000000004,44258.4,58568.4,69606.0,2013,
1173,53-3033,Light Truck or Delivery Services Drivers,detailed,3720.0,7.2,19.0404,39603.600000000006,5.184,9.4716,12.1716,16.416,25.596,34.052400000000006,19688.4,25315.2,34149.600000000006,53244.0,70826.40000000001,2013,
1174,53-3041,Taxi Drivers and Chauffeurs,detailed,320.0,20.3,11.448,23814.0,5.94,8.618400000000001,9.439200000000001,10.983600000000001,12.862800000000002,15.876,17938.800000000003,19634.4,22852.800000000003,26751.600000000002,33015.6,2013,
1175,53-3099,"Motor Vehicle Operators, All Other",detailed,130.0,17.6,19.0404,39592.8,12.420000000000002,8.7696,9.8172,20.0232,26.676000000000002,30.1212,18230.4,20422.800000000003,41644.8,55479.600000000006,62650.8,2013,
1176,53-5011,Sailors and Marine Oilers,detailed,,,15.3252,31870.800000000003,2.592,9.3096,11.9448,15.6384,18.684,21.2112,19375.2,24840.0,32529.600000000002,38858.4,44107.200000000004,2013,
1177,53-5021,"Captains, Mates, and Pilots of Water Vessels",detailed,,,41.148,85590.0,4.428,11.556,31.968000000000004,43.394400000000005,54.1944,63.720000000000006,24040.800000000003,66484.8,90266.40000000001,112719.6,132537.6,2013,
1178,53-5031,Ship Engineers,detailed,,,28.8792,60080.4,7.992000000000001,19.2132,21.578400000000002,24.602400000000003,35.4132,38.7828,39960.0,44884.8,51170.4,73666.8,80665.20000000001,2013,
1179,53-6031,Automotive and Watercraft Service Attendants,detailed,590.0,11.4,10.940400000000002,22755.600000000002,2.16,8.7696,9.8496,11.0592,12.0852,12.7332,18252.0,20487.600000000002,23004.0,25142.4,26492.4,2013,
1180,53-6051,Transportation Inspectors,detailed,120.0,25.1,48.8376,101574.0,4.32,35.0568,45.3168,51.2244,56.9052,60.2532,72921.6,94262.40000000001,106552.8,118357.20000000001,125323.20000000001,2013,
1181,53-6099,"Transportation Workers, All Other",detailed,230.0,35.0,16.7508,34851.600000000006,8.424,9.2988,11.3184,14.914800000000001,21.6,28.296,19353.600000000002,23533.2,31028.4,44938.8,58860.00000000001,2013,
1182,53-7021,Crane and Tower Operators,detailed,130.0,20.5,23.241600000000002,48340.8,6.156000000000001,13.2624,16.966800000000003,21.189600000000002,27.864000000000004,36.644400000000005,27594.0,35305.200000000004,44074.8,57952.8,76226.40000000001,2013,
1183,53-7032,Excavating and Loading Machine and Dragline Operators,detailed,120.0,27.1,19.5696,40705.200000000004,3.672,14.018400000000002,16.6212,20.2716,22.831200000000003,24.375600000000002,29149.2,34570.8,42174.0,47498.4,50695.200000000004,2013,
1184,53-7051,Industrial Truck and Tractor Operators,detailed,7000.0,5.8,16.3944,34095.600000000006,3.3480000000000003,11.1888,13.078800000000001,15.562800000000001,19.1592,23.241600000000002,23263.2,27205.2,32367.600000000002,39852.0,48330.0,2013,
1185,53-7061,Cleaners of Vehicles and Equipment,detailed,1210.0,13.5,12.020400000000002,25002.0,3.7800000000000002,8.553600000000001,9.395999999999999,11.0052,13.3488,15.8652,17798.4,19537.2,22896.0,27766.800000000003,32994.0,2013,
1186,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",detailed,18760.0,3.1,14.0724,29257.2,3.132,9.050400000000002,10.475999999999999,12.225600000000002,16.081200000000003,22.3668,18813.600000000002,21783.600000000002,25423.2,33447.600000000006,46537.200000000004,2013,
1187,53-7063,Machine Feeders and Offbearers,detailed,850.0,30.0,14.1264,29386.800000000003,3.3480000000000003,8.8884,10.152000000000001,12.657600000000002,15.919200000000002,23.058000000000003,18489.600000000002,21114.0,26341.2,33123.6,47962.8,2013,
1188,53-7064,"Packers and Packagers, Hand",detailed,4650.0,6.8,11.3832,23684.4,3.672,8.5104,9.3312,10.789200000000001,12.657600000000002,15.670800000000002,17701.2,19407.600000000002,22431.600000000002,26330.4,32583.600000000002,2013,
1189,53-7081,Refuse and Recyclable Material Collectors,detailed,460.0,12.6,15.8544,32972.4,2.592,11.016,13.014000000000001,16.3296,18.576,19.9584,22928.4,27064.800000000003,33966.0,38642.4,41515.200000000004,2013,
1190,53-7121,"Tank Car, Truck, and Ship Loaders",detailed,50.0,24.7,14.720400000000001,30618.000000000004,5.4,10.8756,12.873600000000001,14.547600000000001,16.221600000000002,18.738000000000003,22626.0,26773.2,30261.600000000002,33750.0,38966.4,2013,
1191,53-7199,"Material Moving Workers, All Other",detailed,60.0,23.1,19.396800000000002,40338.0,15.984000000000002,9.1476,11.0916,21.286800000000003,24.8292,30.4128,19040.4,23068.800000000003,44269.200000000004,51645.600000000006,63266.4,2013,
1192,00-0000,All Occupations,,617800.0,1.4,21.8907,45536.399999999994,1.521,9.126,12.132899999999998,17.4681,26.6175,37.8261,18989.1,25236.899999999998,36328.5,55352.7,78682.5,2008,
1193,11-0000,Management occupations,major,28690.0,2.1,50.5089,105054.29999999999,1.638,23.446799999999996,31.5081,44.0739,60.6294,88.9668,48765.6,65519.99999999999,91681.2,126114.29999999999,185047.19999999998,2008,
1194,11-1011,Chief executives,,1710.0,5.7,90.75689999999999,188779.5,3.7439999999999998,41.956199999999995,59.9508,87.62129999999999,,,87270.29999999999,124686.9,182250.9,,,2008,
